link,headline,category,short_description,authors,date
https://www.huffingtonpost.com/entry/k9-officer-kasper-shootout-florida_us_591735d9e4b00f308cf59836,K9 Officer Kasper Stable After Taking Bullet For Partner During Shootout,CRIME,He's a very good boy.,Sebastian Murdock,2017-05-13
https://www.huffingtonpost.com/entry/amtrak-engineer-manslaughter_us_591655c7e4b00f308cf55f7b,Engineer In Deadly 2015 Amtrak Crash Charged With Manslaughter,CRIME,Brandon Bostian faces eight counts of involuntary manslaughter and numerous counts of reckless endangerment.,,2017-05-13
https://www.huffingtonpost.com/entry/customs-officers-newark-hazing-rape-table_us_5915d7bce4b0031e737d4297,U.S. Customs Officers Allegedly Assaulted Coworkers In 'Rape Table' Ritual,CRIME,"One victim says it's too extreme to be called ""hazing.""",Hilary Hanson,2017-05-13
https://www.huffingtonpost.com/entry/army-veteran-suspected-suicide-video-dog-killing_us_59112da2e4b0d5d9049f66bd,Suicide Suspected In Death Of Army Vet Charged With Executing Her Dog On Video,CRIME,Marinna Rollins and her boyfriend were accused of tying the pit bull to a tree and shooting it several times.,Mary Papenfuss,2017-05-09
https://www.huffingtonpost.com/entry/san-diego-police-deadly-shooting-bb-gun_us_590f3c4ae4b0d5d9049d1c31,San Diego Police Fatally Shoot 15-Year-Old Who Was Holding A BB Gun,CRIME,"Police said the officers ""feared for their safety"" before striking him ""multiple times.""",Kim Bellware,2017-05-07
https://www.huffingtonpost.com/entry/boston-doctors-found-slain_us_590f4134e4b0e7021e98623d,Cops Find Doctors Slain Inside Boston Penthouse After Shootout With Suspect,CRIME,A search of the couple’s home reportedly found blood on the walls as well as a scrawled message of retribution.,Nina Golgowski,2017-05-07
https://www.huffingtonpost.com/entry/beta-theta-pi-penn-state-hazing-timothy-piazza_us_590e3636e4b0e7021e9834e1,Fraternity And Members Face Hundreds Of Charges In Timothy Piazza Hazing Death,CRIME,"Timothy Piazza fell accidentally, but frat brothers are accused of failing to seek help and covering up what happened.",Hilary Hanson,2017-05-06
https://www.huffingtonpost.com/entry/uber-faces-criminal-probe-over-software-used-to-evade-authorities_us_590be33ee4b0e7021e966a38,Uber Faces Criminal Probe Over Software Used To Evade Authorities,CRIME,The criminal probe adds to the problems facing the struggling company.,"Dan Levine and Joseph Menn, Reuters",2017-05-05
https://www.huffingtonpost.com/entry/nypd-manhattan-asian-hate-crime_us_590a8d53e4b0bb2d08752182,New Yorker Accused Of Hate Crime In Attack On Asian Man While Yelling 'White Power',CRIME,The racist assault on a Manhattan street appeared to be random.,Carla Herreria,2017-05-04
https://www.huffingtonpost.com/entry/north-lake-college-texas-shooting_us_590a1483e4b0bb2d08748823,'Active Shooter' At Texas' North Lake College Dies In Apparent Murder-Suicide,CRIME,Police say the gunman fatally shot one person and then killed himself.,Andy Campbell and Sebastian Murdock,2017-05-03
https://www.huffingtonpost.com/entry/auto-auction-crash_us_590a11d4e4b0bb2d087482bd,"3 Dead, More Than A Dozen Injured After Car Speeds Through Massachusetts Auto Auction",CRIME,Police say there is no evidence at this point to suggest the crash was intentional.,Kim Bellware,2017-05-03
https://www.huffingtonpost.com/entry/missing-couple-found-dead-in-belize_us_590a21e9e4b05c397685b258,"Missing U.S. Marine Vet, Canadian Girlfriend Found Strangled In Belize: Reports",CRIME,"Drew DeVoursney, 36, and Francesca Matus, 52, had been missing for nearly a week.",Nina Golgowski,2017-05-03
https://www.huffingtonpost.com/entry/synthetic-pot-use-poses-big-problem-for-bureau-of-prisons_us_590a3063e4b084f59b49ff2c,Synthetic Pot Use Poses A Big Problem For Bureau Of Prisons,CRIME,Federal prisons are not the only penal institutions fighting synthetic marijuana.,"Christopher Zoukis, ContributorAuthor and Prisoners' Rights Advocate",2017-05-03
https://www.huffingtonpost.com/entry/passengers-brawl-twice-on-all-nippon-airways-jet-bound-for-los-angeles_us_5908953ee4b0bb2d0871d294,Passengers Brawl TWICE On All Nippon Airways Jet Bound For Los Angeles,CRIME,Just once wasn't enough!?,Ron Dicker,2017-05-02
https://www.huffingtonpost.com/entry/driver-crashes-into-tanker_us_590759fae4b0bb2d086fd5d0,"Wrong-Way Driver Crashes Into Tanker, Igniting Massive Fireball",CRIME,The tanker's driver reportedly escaped with only minor injuries.,Nina Golgowski,2017-05-01
https://www.huffingtonpost.com/entry/san-diego-pool-shooting_us_5906bc99e4b02655f83e6e45,"1 Dead, 7 Injured In Shooting At San Diego-Area Swimming Pool",CRIME,"The shooter had ""a beer in one hand and a gun in the other,"" one witness said.",Mary Papenfuss,2017-05-01
https://www.huffingtonpost.com/entry/stabbing-ut-austin_us_59078a41e4b05c39768149d1,"1 Dead, 3 Hurt In Stabbing On UT Austin Campus",CRIME,A suspect with a large hunting knife was captured.,Willa Frej and Michael McLaughlin,2017-05-01
https://www.huffingtonpost.com/entry/deadly-texas-tornados_us_59062fe2e4b05c397680565c,"At Least 10 Dead, More Injured, After Tornadoes, Floods And Storms Sweep Midwestern And Southern U.S.",CRIME,The death toll is expected to rise as recovery efforts continue.,Kim Bellware,2017-04-30
https://www.huffingtonpost.com/entry/texas-tornadoes-flooding_us_590590e1e4b05c397680244c,Deadly Tornadoes Rip Through Texas As Floods Threaten Midwest,CRIME,At least 4 people were reported killed.,"Alex Dobuzinskis, Reuters",2017-04-30
https://www.huffingtonpost.com/entry/texas-cop-accusing-of-staging-his-own-death-may-be-in-mexico_us_5904d0f7e4b0bb2d086ee6a1,"Texas Cop Accused Of Staging His Own Death, May Be In Mexico",CRIME,"Officer Coleman Martin bought a raft, cement blocks and rope - but it's all a ruse, police say.",Andy Campbell,2017-04-29
https://www.huffingtonpost.com/entry/frein-pennsylvania-sentence_us_5901602de4b0af6d718b68b7,Survivalist Sentenced To Death For Murder Of Pennsylvania State Trooper,CRIME,Eric Frein was convicted of murder after the fatal shooting of a state trooper and a massive manhunt in Pennsylvania.,,2017-04-27
https://www.huffingtonpost.com/entry/watch-cops-narrow-rescue-of-man-jumping-from-sixth-floor_us_5901c74fe4b0026db1de9316,Watch Hero Cop's Narrow Rescue Of Man Jumping From 6th Floor,CRIME,Just in the nick of time.,Ron Dicker,2017-04-27
https://www.huffingtonpost.com/entry/mob-of-up-to-60-storms-bart-train-and-robs-passengers-in-oakland_us_58ff184ae4b0288f5dc7c012,Up To 60 Robbers Storm BART Train In Flash Mob Hold-Up,CRIME,They took travelers' valuables and were gone in 30 seconds.,Ron Dicker,2017-04-25
https://www.huffingtonpost.com/entry/arkansas-double-execution_us_58fd9a88e4b018a9ce5c4721,Arkansas Plans To Execute 2 Convicted Killers On Monday,CRIME,The last time a state executed two inmates on the same day was 2000 in Texas.,"By Joseph Ax, Reuters",2017-04-24
https://www.huffingtonpost.com/entry/4-year-old-falls-from-moving-bus_us_58fe1af4e4b00fa7de164645,Hero Firefighter Rescues 4-Year-Old Girl After She Falls From A Moving Bus,CRIME,Ryan Ciampoli was driving directly behind the bus when his dash cam filmed the horrifying scene.,Nina Golgowski,2017-04-24
https://www.huffingtonpost.com/entry/deshaun-swanger-fire-dennys_us_58fa5c0ee4b00fa7de14323b,Man Allegedly Lights Stranger On Fire At Denny's,CRIME,"""It wouldn’t be that bad, could it?’ No, it’s worse.""",David Moye,2017-04-21
https://www.huffingtonpost.com/entry/arkansas-lethal-injection_us_58f950d0e4b018a9ce59d113,Arkansas Court Allows Execution Drug Hours Ahead Of Lethal Injection,CRIME,The decision came three hours before the state planned to execute Ledell Lee.,,2017-04-21
https://www.huffingtonpost.com/entry/rape-victims-pay_us_58fa4b2be4b018a9ce5b0a07,Rape Victims In U.S. Made To Pay Part Of The Medical Bill,CRIME,"“With other violent crimes, victims are not responsible for paying for the damage that results from the crime.""",,2017-04-21
https://www.huffingtonpost.com/entry/city-council-candidate-obscene-messages_us_58f90ea9e4b00fa7de12851f,City Council Candidate Accused Of Sending 'Obscene' Messages To Lawmaker's Wife,CRIME,"""I hope one of your kids gets raped.""",David Lohr,2017-04-20
https://www.huffingtonpost.com/entry/son-suicide-justice-social-media-prank_us_58f7c6e3e4b070a1174fc7e0,Mom Wants Justice For Boy Who Killed Himself After Social Media Hoax,CRIME,Tyson Benz's mother says a 13-year-old girl charged in connection with her son's death is not facing a harsh enough punishment.,David Lohr,2017-04-19
https://www.huffingtonpost.com/entry/arkansas-executions-reax_us_58f5a0c2e4b0b9e9848df6f6,"Despite Rulings, Arkansas Governor And AG Vow To Pursue Executions",CRIME,"“The families have waited far too long to see justice, and I will continue to make that a priority.”",,2017-04-18
https://www.huffingtonpost.com/entry/california-man-who-killed-security-guard-kills-3-more-before-capture-cops-say_us_58f66df5e4b05b9d613df482,"California Man Charged In Security Guard Slaying Kills 3 More Before Capture, Cops Say",CRIME,"Kori Ali Muhammad made Facebook posts with anti-government sentiments, police said.",Sebastian Murdock,2017-04-18
https://www.huffingtonpost.com/entry/drunk-nyc-man-allegedly-punches-sikh-cab-driver-and-steals-his-turban_us_58f637f8e4b0da2ff8638e56,Drunk Man Allegedly Punches Sikh Cab Driver In New York And Steals His Turban,CRIME,"The NYPD is investigating the assault, which took place just hours after a ""Turban Day"" celebration in Times Square, as a possible hate crime.",Hayley Miller,2017-04-18
https://www.huffingtonpost.com/entry/etan-patz-killer-sentencing_us_58f50988e4b0bb9638e58433,Etan Patz's Killer Sentenced To At Least 25 Years In Prison,CRIME,Pedro Hernandez was convicted for the infamous 1979 New York abduction of the child on the milk carton.,Michael McLaughlin,2017-04-18
https://www.huffingtonpost.com/entry/woman-groped-tossed-on-subway-tracks_us_58f4c111e4b0b9e9848cff29,"Woman Thrown Onto Subway Tracks After Being Groped By Stranger, Police Say",CRIME,"“It’s that nightmare every woman has in New York,"" the 22-year-old said of the attack.",Nina Golgowski,2017-04-17
https://www.huffingtonpost.com/entry/shark-kills-teen-surfer-australia_us_58f4e1c6e4b0da2ff86211a7,Shark Kills Teen Surfing With Family Off Western Australia's Coast,CRIME,A medium-sized great white had been spotted in the area twice in the past week.,Nina Golgowski,2017-04-17
https://www.huffingtonpost.com/entry/helicopter-crashes-at-golf-course_us_58f52125e4b0bb9638e5a1d4,"Blackhawk Army Helicopter Crashes On Golf Course, Injuring Two People",CRIME,"“It disappeared behind the tree line, and then we heard a big bang,” a witness said.",,2017-04-17
https://www.huffingtonpost.com/entry/united-new-crew-boarding-policy_us_58f3e12fe4b0da2ff861837e,New United Airlines Policy Scraps Last-Minute Boarding for Crew Members,CRIME,"“This ensures situations like Flight 3411 never happen again,” a spokeswoman said.",Lydia O'Connor,2017-04-16
https://www.huffingtonpost.com/entry/suspect-in-vanessa-marcottes-death_us_58f371bfe4b0da2ff8616360,DNA Swab Nabs Suspect In Vanessa Marcotte's Killing,CRIME,Police say he is being held on a $10 million bail.,Nina Golgowski,2017-04-16
https://www.huffingtonpost.com/entry/cleveland-facebook-live-murder_us_58f3d8a7e4b0b9e9848cb7eb,Cleveland Police Search For Suspect In Facebook Video Killing,CRIME,The suspect is accused of taking the life of an elderly man who just happened to cross his path.,Kim Bellware and Nick Visser,2017-04-16
https://www.huffingtonpost.com/entry/sun-dial-death-rotating-restaurant_us_58f27c5fe4b0da2ff8613b32,Rotating Restaurant Crushes Young Boy To Death,CRIME,The tragic accident happened just a few feet from his family's table.,Hilary Hanson,2017-04-15
https://www.huffingtonpost.com/entry/connecticut-boarding-abuse_us_58f12606e4b0da2ff860a252,Decades Of Sexual Abuse At Elite Connecticut School Documented In Report,CRIME,"The abuse, which involves at least 12 faculty members, date back to the 1960s.",,2017-04-14
https://www.huffingtonpost.com/entry/joseph-jakubowski_us_58f0d7fee4b0bb9638e3341f,Wisconsin Man Accused Of Sending Manifesto To Trump Arrested After Manhunt,CRIME,"Joseph Jakubowski, 32, was taken into custody on Friday morning.",,2017-04-14
https://www.huffingtonpost.com/entry/these-are-the-seven-men-scheduled-to-be-executed-this-month_us_58ef6880e4b0bb9638e1abfa,These Are The 7 Men Scheduled To Be Executed In Arkansas This Month,CRIME,An in-depth look at the inmates the state is rushing to put to death.,David Lohr,2017-04-13
https://www.huffingtonpost.com/entry/arizona-barbershop-shooting-girl-video_us_58eff2d5e4b0b9e9848ab705,Terrifying Video Shows 2 Bullets Narrowly Missing 4-Year-Old Girl's Head,CRIME,A man upset with a neighboring business was charged.,David Moye,2017-04-13
https://www.huffingtonpost.com/entry/passenger-disarms-knife-attacker-on-london-bus-in-dramatic-struggle_us_58ef9e05e4b0b9e9848a1464,Passenger Disarms Knife Attacker On London Bus In Dramatic Struggle,CRIME,"""You'll never take my life!""",Ron Dicker,2017-04-13
https://www.huffingtonpost.com/entry/robber-drops-cash-sidewalk_us_58ee0c77e4b0c89f9122f4e1,Bungling Bicycle-Riding Robbery Suspect Is Foiled By Wet Weather,CRIME,Oops!,Lee Moran,2017-04-12
https://www.huffingtonpost.com/entry/gun-thief-manifesto-trump_us_58ec190de4b0c89f9120c7c5,Cops Hunt Accused Gun Thief Who Sent Anti-Government Manifesto To Trump,CRIME,"""It's time for change,"" the suspect says in a video shared by police.",Michael McLaughlin,2017-04-11
https://www.huffingtonpost.com/entry/charleston-church-shooter-dylann-roof-pleads-guilty-to-state-murder-charges_us_58ebd401e4b0c89f91207102,Charleston Church Shooter Dylann Roof Pleads Guilty To State Murder Charges,CRIME,Roof was charged in state court with murdering nine African-American parishioners as they closed their eyes in prayer at a Bible study session.,"Harriet McLeod, Reuters",2017-04-10
https://www.huffingtonpost.com/entry/florida-sheriff-bizarre-video_us_58ebecd0e4b0ca64d91864db,Sheriff Wants To Make It Hard For Heroin Dealers To Sleep At Night In Bizarre Video,CRIME,"“We are coming for you. Run.""",David Lohr,2017-04-10
https://www.huffingtonpost.com/entry/hacker-dallas-sirens_us_58ea37e9e4b058f0a02fcc07,Hacker Blamed For Setting Off 156 Dallas Emergency Sirens,CRIME,Alarms blared for more than 90 minutes as worried callers clogged 911 centers.,Nina Golgowski,2017-04-09
https://www.huffingtonpost.com/entry/second-victim-dies-after-shooting-at-florida-gym_us_58ea9bf5e4b00de14104446f,Second Victim Dies After Shooting At Florida Gym,CRIME,"The accused assailant, a former employee, shot himself after opening fire.",,2017-04-09
https://www.huffingtonpost.com/entry/alix-tichelman-deported_us_58e8815ae4b058f0a02f8808,Escort Who Gave Google Exec Fatal Heroin Shot To Be Deported To Canada,CRIME,"Alix Tichelman's crimes are ""grounds for removal,"" an immigration judge rules after the Canadian citizen is freed from prison.",Mary Papenfuss,2017-04-08
https://www.huffingtonpost.com/entry/indian-police-arrest-tax-scam_us_58e8be89e4b05413bfe35763,Indian Cops Arrest Alleged Kingpin Behind U.S. Tax Scam,CRIME,"The scam reportedly targeted thousands of Americans, netting more than $300 million.",,2017-04-08
https://www.huffingtonpost.com/entry/woman-accused-of-choking-teen-who-blocked-view-of-magic-kingdom-fireworks_us_58e7d8a4e4b058f0a02effe2,Woman Accused Of Choking Teen Who Blocked View Of Disney Fireworks,CRIME,"A Michigan woman's Magic Kingdom fairy tale took a dark turn this week, according to Florida police.",David Lohr,2017-04-07
https://www.huffingtonpost.com/entry/man-confesses-son-in-laws-murder-24-years_us_58e7f90ee4b05413bfe30e8a,"His Son-In-Law Was Killed. Exactly 24 Years Later, He Confessed: Cops",CRIME,"""I think his conscience was bothering him,"" the sheriff said.",David Lohr,2017-04-07
https://www.huffingtonpost.com/entry/jeweler-fined-yelp_us_58e661c8e4b07da81324672a,"Jeweler Ordered To Pay $34,500 For Trashing Rival In Fake Yelp Review",CRIME,"“He told the people we were thieves, that we were cold-blooded thieves.""",Nina Golgowski,2017-04-06
https://www.huffingtonpost.com/entry/man-arrested-after-shooting-at-fiancees-attempted-abductors_us_58e55bfce4b0fe4ce087f654,Man Arrested After Shooting At Fiancee's Attempted Abductors,CRIME,"""If these guys come back I'm afraid to call police,"" the victim said. ""They're not on our side.""",David Lohr,2017-04-05
https://www.huffingtonpost.com/entry/california-girl-escapes-kidnapping_us_58e53826e4b0917d347688aa,Girl Reports Escaping Kidnapper By Jumping From Truck Onto Highway,CRIME,The 13-year-old told deputies that she had been sexually assaulted and injected with meth after being offered a ride.,Nina Golgowski,2017-04-05
https://www.huffingtonpost.com/entry/new-jersey-teen-admits-he-plotted-to-kill-pope-francis-during-us-visit_us_58e3ca55e4b0f4a923b26f65,New Jersey Teen Admits He Plotted To Kill Pope Francis During U.S. Visit,CRIME,The 17-year-old could face up to 15 years behind bars.,Antonia Blumberg,2017-04-04
https://www.huffingtonpost.com/entry/burglar-cell-phone-bill_us_58e38a51e4b03a26a365f0a4,"Cops Foot $55,000 Bill For Cell Phone They Gave To Burglar",CRIME,Oops!,Lee Moran,2017-04-04
https://www.huffingtonpost.com/entry/murder-showering-intruder_us_58e40371e4b0d0b7e165ad49,Man Charged With Killing Showering Intruder,CRIME,"Bruce Fanning left to get his gun, but didn't call the police until after he shot an elementary school teacher three times.",David Lohr,2017-04-04
https://www.huffingtonpost.com/entry/caitlin-nelson-choke-pancake-eating-contest_us_58e273dfe4b0c777f7893588,College Student Dies After Choking During Pancake-Eating Contest,CRIME,"Her death ""was a tragic accident,"" police say.",David Moye,2017-04-03
https://www.huffingtonpost.com/entry/reker-ahmed-beaten-london_us_58e29b5be4b03a26a3650b72,"Mob Attacks Teen Asylum-Seeker In London, Leading To Multiple Arrests",CRIME,Police said the attackers asked Kurdish-Iranian teen Reker Ahmed where he was  from before beating him.,Nina Golgowski,2017-04-03
https://www.huffingtonpost.com/entry/arrest-made-in-facebook-live-rape_us_58e10b80e4b0c777f7881d3f,Police Arrest 14-Year-Old In Sexual Assault Streamed On Facebook Live,CRIME,"An arrest warrant has also been issued for a 15-year-old boy, Chicago police announced Sunday.",,2017-04-02
https://www.huffingtonpost.com/entry/homeowner-facing-murder-charge-after-shooting-intruder-in-shower-sheriff_us_58e14800e4b0c777f7884423,Homeowner Arrested For Murder After Shooting Intruder In Shower: Sheriff,CRIME,Authorities said the homeowner left to get a gun and then shot him multiple times before calling 911.,Nina Golgowski,2017-04-02
https://www.huffingtonpost.com/entry/deadly-carbon-monoxide-pool-leak_us_58e0f4f7e4b0ba359595a67b,"Carbon Monoxide Leak At Hotel Pool Leaves 1 Teen Dead, 12 People Hospitalized",CRIME,Hotel staff found several youths lying motionless on the pool's deck after CO levels reached 16 times the safe limit.,Nina Golgowski,2017-04-02
https://www.huffingtonpost.com/entry/louisiana-prison-manslaughter-boy_us_58deba9fe4b0ba359594e325,Louisiana Deputy Gets 40 Years In Prison For Killing Boy,CRIME,Derrick Stafford was convicted in the 2015 killing of a 6-year-old boy who died in a volley of gunfire after the officer chased his father’s car.,,2017-03-31
https://www.huffingtonpost.com/entry/atlanta-highway-bridge-collapse_us_58ddafc4e4b0e6ac7093c8e2,Portion Of Atlanta Highway Collapses After Fire,CRIME,No casualties have been reported.,"Rich McKay, Reuters",2017-03-31
https://www.huffingtonpost.com/entry/chicago-restaurant-shooting_us_58de2c1fe4b08194e3b91225,"Mother Watches As Her Sons, 2 Others Gunned Down In Chicago Restaurant",CRIME,A lone gunman opened fire just before 4 p.m. at the Nadia Fish and Chicken restaurant in the South Shore neighborhood.,,2017-03-31
https://www.huffingtonpost.com/entry/officer-gunshot-call-los-angeles-county_us_58dd2c23e4b0e6ac7092e8fa,Video Shows Officer Casually Ignoring Gunshot Call: 'Oh Well. Oh Well.',CRIME,"""I know I got to go,"" the Los Angeles County sheriff's deputy says, ""but I’m not going to go.""",David Lohr,2017-03-30
https://www.huffingtonpost.com/entry/serial-killer-beaten-to-death_us_58dd1fb9e4b08194e3b7c74a,A Serial Killer Dubbed The 'Angel of Death' Dies After Prison Beating,CRIME,The former nurse's aid was serving multiple life sentences after admitting to killing three dozen people.,Nina Golgowski,2017-03-30
https://www.huffingtonpost.com/entry/foals-dumped-field-investigation_us_58dbb035e4b01ca7b4289190,Someone Abandoned 2 Sick Foals In A Field And Left Them To Die,CRIME,"Thankfully, the ponies were found in time and are now well on the road to recovery.",Lee Moran,2017-03-29
https://www.huffingtonpost.com/entry/enzo-ferrari-remains-plot-steal_us_58dba3cde4b054637063a5e3,Police Thwart Plot To Steal Enzo Ferrari’s Remains From His Tomb,CRIME,Members of a criminal gang allegedly wanted to hold his body for ransom.,"Isla Binnie, Reuters",2017-03-29
https://www.huffingtonpost.com/entry/fort-collins-mosque-vandalism-arrest_us_58da84ede4b0928a6b7816ee,Police Arrest Man Suspected Of Vandalizing Colorado Mosque,CRIME,Joseph Scott Giaquinto is suspected of throwing rocks and a Bible through the mosque's glass doors over the weekend.,Ryan Grenoble,2017-03-28
https://www.huffingtonpost.com/entry/fake-target-employee-stole-40000-in-merchandise-police-say_us_58da9f4ce4b0d41721b9b009,"Fake Target Employee Stole $40,000 In Merchandise, Police Say",CRIME,"The suspect walked directly to the stockroom, where she allegedly filled a box with dozens of iPhones.",David Lohr,2017-03-28
https://www.huffingtonpost.com/entry/miami-police-officers-shot-ambush_us_58da0d8ee4b018c4606af446,2 Miami Police Officers Shot In Ambush-Style Attack,CRIME,"“They were outnumbered and outgunned.""",,2017-03-28
https://www.huffingtonpost.com/entry/oklahoma-man-shoots-alleged-home-intruders_us_58da5c15e4b00f68a5cabaad,Oklahoma Man Fatally Shoots 3 Alleged Teen Home Intruders,CRIME,"""This may be a case of ‘stand-your-ground,’"" a sheriff's spokesman said.",Nina Golgowski,2017-03-28
https://www.huffingtonpost.com/entry/maryland-school-attack-plot-journal_us_58d9f57be4b0f805b3232bf4,Police Thwart 'Attack Much Like Columbine' After Man Reads Daughter's Journal,CRIME,"“There’s no doubt in our minds that we averted disaster there,” the sheriff said.",Mary Papenfuss,2017-03-28
https://www.huffingtonpost.com/entry/brooklyn-prosecutor-wiretap-cop_us_58d96993e4b0f805b3224972,Ex-Prosecutor Accused Of Wiretapping Married Cop She Wanted To Romance,CRIME,"Tara Lenich plotted a ""long-running scheme"" to forge court documents to spy on her would-be lover and a co-worker.",David Lohr,2017-03-27
https://www.huffingtonpost.com/entry/oakland-apartment-fire_us_58d95231e4b03787d35ae04f,"Firefighters Battle Major Building Fire In Oakland, Calif.",CRIME,Firefighters reported at least one person is believed to be dead.,,2017-03-27
https://www.huffingtonpost.com/entry/shooting-inside-packed-cincinnati-nightclub-kills-at-least-one-person-and-wounds-14_us_58d7a6d0e4b02a2eaab4d85f,Shooting Inside Packed Cincinnati Nightclub Kills One Person And Wounds 15,CRIME,"Authorities believe multiple gunmen were involved in the Sunday morning shooting, which grew out of ""some kind of dispute"" inside the bar, Police Chief Eliot Isaac said.","Joe Wessels, Reuters/The Huffington Post",2017-03-26
https://www.huffingtonpost.com/entry/man-sentenced-for-taping-dog_us_58d7e7d0e4b03787d359764d,Man Sentenced To 5 Years In Prison For Taping Dog's Mouth Shut,CRIME,The puppy underwent reconstructive surgery after her muzzle was painfully bound with electrical tape.,Nina Golgowski,2017-03-26
https://www.huffingtonpost.com/entry/florida-mom-shotgun-robber_us_58d542bbe4b03692bea53953,Shotgun-Wielding Mom Scares Off Would-Be Intruder Banging Down Her Door,CRIME,"""He was running for his life and kept looking back.""",David Moye,2017-03-24
https://www.huffingtonpost.com/entry/fire-white-supremacist-church-north-dakota_us_58d3b797e4b0f838c62fcffd,Fire Consumes North Dakota Church Owned By White Supremacist,CRIME,"Craig Cobb, who recently bought the historic property, claims the fire was “100 percent arson.”",Nina Golgowski,2017-03-23
https://www.huffingtonpost.com/entry/book-burning-blamed-for-fire_us_58d3dacfe4b02d33b74923d3,Book Burning Sparked Florida Wildfire That Destroyed 10 Homes: Officials,CRIME,"Nearly 400 acres has been swept up by the blaze near Jacksonville, Florida.",Nina Golgowski,2017-03-23
https://www.huffingtonpost.com/entry/tad-cummins-elizabeth-thomas-manhunt_us_58d036e2e4b00705db51d599,Cops Hunt Teacher Accused Of Abducting Student,CRIME,"A massive manhunt is underway for Tad Cummins, who allegedly abducted 15-year-old Elizabeth Thomas.",David Lohr,2017-03-20
https://www.huffingtonpost.com/entry/car-bomb-white-house-secret-service_us_58ce16bbe4b0ec9d29dca784,Driver Detained At White House After Alleged Car Bomb Threat,CRIME,A robot was reportedly brought in to inspect the vehicle on Saturday night.,Carla Herreria,2017-03-19
https://www.huffingtonpost.com/entry/mouth-swab-marijuana_us_58ce0c7ce4b0be71dcf55bc6,San Diego Debuts Mouth Swabs To Help Detect Drivers With Pot In Their System,CRIME,But authorities haven't defined what level of drugs is over the line.,Mary Papenfuss,2017-03-19
https://www.huffingtonpost.com/entry/kidnapped-woman-escape-trunk_us_58cc3ff4e4b0be71dcf4c855,Dramatic Surveillance Video Shows Kidnapped Woman Escape Car Trunk,CRIME,"The kidnapper had been driving to ATMs, withdrawing money from his victim's account.",Ryan Grenoble,2017-03-17
https://www.huffingtonpost.com/entry/senator-faces-prostitution-charges_us_58caaa4ce4b0ec9d29d95724,Oklahoma Senator Who Endorsed Trump Faces Child Prostitution Charges,CRIME,Sen. Ralph Shortey was under investigation after he was allegedly found in a motel room with a boy last week.,Nina Golgowski,2017-03-16
https://www.huffingtonpost.com/entry/goodwill-marijuana-cooler-washington_us_58ca68cae4b0be71dcf1a1b0,Somebody Donated A Cooler Filled With Weed To Goodwill,CRIME,"Either it was an accident, or someone was feeling VERY generous.",Lee Moran,2017-03-16
https://www.huffingtonpost.com/entry/couple-urinating-quran-santa-fe-library_us_58c9e649e4b00705db4c0b0e,New Mexico Library Accuses Couple Of Urinating On Qurans,CRIME,Staffers say several copies of the religious book and a Bill Clinton autobiography were damaged.,Carla Herreria,2017-03-16
https://www.huffingtonpost.com/entry/aurora-dog-capone-wolf_us_58c9977ee4b0ec9d29d84c85,"City Seizes Family Dog Of 10 Years, Alleging He May Be Part Wolf (UPDATE)",CRIME,"If a DNA test finds Capone is a wolf hybrid, he could be sent away or euthanized.",Hilary Hanson,2017-03-15
https://www.huffingtonpost.com/entry/police-officer-cop-sexual-assault-job-interview_us_58c990f6e4b00705db4badbb,Aspiring Cop Allegedly Admits To Sexual Assault During Job Interview,CRIME,He allegedly told officers he filmed an encounter with a passed-out victim.,David Moye,2017-03-15
https://www.huffingtonpost.com/entry/cruise-ship-jet-skiers-video_us_58c6aab1e4b0ed71826dfffb,Cruise Ship Comes Within Feet Of Colliding With Jet Skiers,CRIME,"Shouts of “Oh my God! Oh my God! No, get in!” are heard in video footage.",Steven Hoffer,2017-03-13
https://www.huffingtonpost.com/entry/san-francisco-biker-beating-highway-101_us_58c3b8bbe4b0ed71826cf4c1,Video Shows Biker Gang Pounding Driver On California Highway,CRIME,Police are searching for more than a dozen suspects involved in the attack.,Mary Papenfuss,2017-03-11
https://www.huffingtonpost.com/entry/gunman-blood-bank-hungry_us_58c3d2f8e4b054a0ea6af368,"Gunman Robs Florida Blood Bank, Tells Staff He's Hungry",CRIME,The suspect fled with an undisclosed amount of cash.,Lee Moran,2017-03-11
https://www.huffingtonpost.com/entry/cover-up-in-alabama-newsweek-abc-2020-reports-expose_us_58c35449e4b0c3276fb78505,"Newsweek, ABC '20/20' Reports Expose Abuse, Torture Of Gay Youths And Troubled Teens",CRIME,"“Once again, Alabama law enforcement has failed to protect children.”","Art Levine, Contributorauthor, Mental Health, Inc: How Corruption, Lax Oversight, and...",2017-03-11
https://www.huffingtonpost.com/entry/justin-bieber-impersonator-charged_us_58c1a1dae4b0d1078ca502b3,Man Who Allegedly Impersonated Justin Bieber Charged With More Than 900 Sex Crimes,CRIME,The 42-year-old faces charges including rape and indecent treatment of children.,Nina Golgowski,2017-03-09
https://www.huffingtonpost.com/entry/tim-kaines-son-arrested_us_58c00f16e4b0ed7182689864,Tim Kaine's Son Arrested For Allegedly Rioting At Pro-Trump Rally,CRIME,"“We love that our three children have their own views and concerns about current political issues,” his father said.",Nina Golgowski,2017-03-08
